#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_a_coruna;A Coruña;A Coruña;A Coruña;;A Coruña;;;;;;;;;x
b_kabul;Kabul;Kabul;Kabul;;Kabul;;;;;;;;;x
b_kabul_adj;Kabulian;;kabuler;;;;;;;;;;;x
b_kabul_2;Kabul;Kabul;Kabul;;Kabul;;;;;;;;;x
b_kabul_2_adj;Kabulian;;kabuler;;;;;;;;;;;x
b_kabul_3;Kabul;Kabul;Kabul;;Kabul;;;;;;;;;x
b_kabul_3_adj;Kabulian;;kabuler;;;;;;;;;;;x
b_kabul_4;Kabul;Kabul;Kabul;;Kabul;;;;;;;;;x
b_kabul_4_adj;Kabulian;;kabuler;;;;;;;;;;;x
b_kabul_5;Kabul;Kabul;Kabul;;Kabul;;;;;;;;;x
b_kabul_5_adj;Kabulian;;kabuler;;;;;;;;;;;x
b_kaduqli;Kaduqli;Kaduqli;Kaduqli;;Kaduqli;;;;;;;;;x
b_kaduqli_adj;Kaduqlian;;kaduqler;;;;;;;;;;;x
b_kaduqli_2;Kaduqli;Kaduqli;Kaduqli;;Kaduqli;;;;;;;;;x
b_kaduqli_2_adj;Kaduqlian;;kaduqler;;;;;;;;;;;x
b_kaduqli_3;Kaduqli;Kaduqli;Kaduqli;;Kaduqli;;;;;;;;;x
b_kaduqli_3_adj;Kaduqlian;;kaduqler;;;;;;;;;;;x
b_kaduqli_4;Kaduqli;Kaduqli;Kaduqli;;Kaduqli;;;;;;;;;x
b_kaduqli_4_adj;Kaduqlian;;kaduqler;;;;;;;;;;;x
b_kaduqli_5;Kaduqli;Kaduqli;Kaduqli;;Kaduqli;;;;;;;;;x
b_kaduqli_5_adj;Kaduqlian;;kaduqler;;;;;;;;;;;x
b_kaf;Kaf;Kaf;Kaf;;Kaf;;;;;;;;;x
b_kaf_adj;Kafian;;kafer;;;;;;;;;;;x
b_kaf_2;Kaf;Kaf;Kaf;;Kaf;;;;;;;;;x
b_kaf_2_adj;Kafian;;kafer;;;;;;;;;;;x
b_kaf_3;Kaf;Kaf;Kaf;;Kaf;;;;;;;;;x
b_kaf_3_adj;Kafian;;kafer;;;;;;;;;;;x
b_kaf_4;Kaf;Kaf;Kaf;;Kaf;;;;;;;;;x
b_kaf_4_adj;Kafian;;kafer;;;;;;;;;;;x
b_kaf_5;Kaf;Kaf;Kaf;;Kaf;;;;;;;;;x
b_kaf_5_adj;Kafian;;kafer;;;;;;;;;;;x
b_kairouan;Kairouan;Kairouan;Kairouan;;Kairouan;;;;;;;;;x
b_kairouan_adj;Kairouanian;;kairouaner;;;;;;;;;;;x
b_kairouan_2;Kairouan;Kairouan;Kairouan;;Kairouan;;;;;;;;;x
b_kairouan_2_adj;Kairouanian;;kairouaner;;;;;;;;;;;x
b_kairouan_3;Kairouan;Kairouan;Kairouan;;Kairouan;;;;;;;;;x
b_kairouan_3_adj;Kairouanian;;kairouaner;;;;;;;;;;;x
b_kairouan_4;Kairouan;Kairouan;Kairouan;;Kairouan;;;;;;;;;x
b_kairouan_4_adj;Kairouanian;;kairouaner;;;;;;;;;;;x
b_kairouan_5;Kairouan;Kairouan;Kairouan;;Kairouan;;;;;;;;;x
b_kairouan_5_adj;Kairouanian;;kairouaner;;;;;;;;;;;x
b_kaiserlautern;Kaiserlautern;Kaiserlautern;Kaiserlautern;;Kaiserlautern;;;;;;;;;x
b_kaiserlautern_adj;Kaiserlauternian;;kaiserlauterner;;;;;;;;;;;x
b_kaiserlautern_2;Kaiserlautern;Kaiserlautern;Kaiserlautern;;Kaiserlautern;;;;;;;;;x
b_kaiserlautern_2_adj;Kaiserlauternian;;kaiserlauterner;;;;;;;;;;;x
b_kaiserlautern_3;Kaiserlautern;Kaiserlautern;Kaiserlautern;;Kaiserlautern;;;;;;;;;x
b_kaiserlautern_3_adj;Kaiserlauternian;;kaiserlauterner;;;;;;;;;;;x
b_kaiserlautern_4;Kaiserlautern;Kaiserlautern;Kaiserlautern;;Kaiserlautern;;;;;;;;;x
b_kaiserlautern_4_adj;Kaiserlauternian;;kaiserlauterner;;;;;;;;;;;x
b_kaiserlautern_5;Kaiserlautern;Kaiserlautern;Kaiserlautern;;Kaiserlautern;;;;;;;;;x
b_kaiserlautern_5_adj;Kaiserlauternian;;kaiserlauterner;;;;;;;;;;;x
b_kajaani;Kajaani;Kajaani;Kajaani;;Kajaani;;;;;;;;;x
b_kajaani_adj;Kajaanian;;kajaaner;;;;;;;;;;;x
b_kajaani_2;Kajaani;Kajaani;Kajaani;;Kajaani;;;;;;;;;x
b_kajaani_2_adj;Kajaanian;;kajaaner;;;;;;;;;;;x
b_kajaani_3;Kajaani;Kajaani;Kajaani;;Kajaani;;;;;;;;;x
b_kajaani_3_adj;Kajaanian;;kajaaner;;;;;;;;;;;x
b_kajaani_4;Kajaani;Kajaani;Kajaani;;Kajaani;;;;;;;;;x
b_kajaani_4_adj;Kajaanian;;kajaaner;;;;;;;;;;;x
b_kajaani_5;Kajaani;Kajaani;Kajaani;;Kajaani;;;;;;;;;x
b_kajaani_5_adj;Kajaanian;;kajaaner;;;;;;;;;;;x
b_kakheti;Kakheti;Kakheti;Kakheti;;Kakheti;;;;;;;;;x
b_kakheti_adj;Kakhetian;;kakheter;;;;;;;;;;;x
b_kakheti_2;Kakheti;Kakheti;Kakheti;;Kakheti;;;;;;;;;x
b_kakheti_2_adj;Kakhetian;;kakheter;;;;;;;;;;;x
b_kakheti_3;Kakheti;Kakheti;Kakheti;;Kakheti;;;;;;;;;x
b_kakheti_3_adj;Kakhetian;;kakheter;;;;;;;;;;;x
b_kakheti_4;Kakheti;Kakheti;Kakheti;;Kakheti;;;;;;;;;x
b_kakheti_4_adj;Kakhetian;;kakheter;;;;;;;;;;;x
b_kalamata;Kalamata;Kalamata;Kalamata;;Kalamata;;;;;;;;;x
b_kalamata_adj;Kalamatan;;kalamater;;;;;;;;;;;x
b_kalamata_2;Kalamata;Kalamata;Kalamata;;Kalamata;;;;;;;;;x
b_kalamata_2_adj;Kalamatan;;kalamater;;;;;;;;;;;x
b_kalamata_3;Kalamata;Kalamata;Kalamata;;Kalamata;;;;;;;;;x
b_kalamata_3_adj;Kalamatan;;kalamater;;;;;;;;;;;x
b_kalamata_4;Kalamata;Kalamata;Kalamata;;Kalamata;;;;;;;;;x
b_kalamata_4_adj;Kalamatan;;kalamater;;;;;;;;;;;x
b_kalamata_5;Kalamata;Kalamata;Kalamata;;Kalamata;;;;;;;;;x
b_kalamata_5_adj;Kalamatan;;kalamater;;;;;;;;;;;x
b_kalat;Kalat;Kalat;Kalat;;Kalat;;;;;;;;;x
b_kalat_adj;Kalatian;;kalater;;;;;;;;;;;x
b_kalat_2;Kalat;Kalat;Kalat;;Kalat;;;;;;;;;x
b_kalat_2_adj;Kalatian;;kalater;;;;;;;;;;;x
b_kalat_3;Kalat;Kalat;Kalat;;Kalat;;;;;;;;;x
b_kalat_3_adj;Kalatian;;kalater;;;;;;;;;;;x
b_kalat_4;Kalat;Kalat;Kalat;;Kalat;;;;;;;;;x
b_kalat_4_adj;Kalatian;;kalater;;;;;;;;;;;x
b_kalat_5;Kalat;Kalat;Kalat;;Kalat;;;;;;;;;x
b_kalat_5_adj;Kalatian;;kalater;;;;;;;;;;;x
b_kalisz;Kalisz;Kalisz;Kalisz;;Kalisz;;;;;;;;;x
b_kalisz_adj;Kaliszian;;kaliszer;;;;;;;;;;;x
b_kalisz_2;Kalisz;Kalisz;Kalisz;;Kalisz;;;;;;;;;x
b_kalisz_2_adj;Kaliszian;;kaliszer;;;;;;;;;;;x
b_kalisz_3;Kalisz;Kalisz;Kalisz;;Kalisz;;;;;;;;;x
b_kalisz_3_adj;Kaliszian;;kaliszer;;;;;;;;;;;x
b_kalisz_4;Kalisz;Kalisz;Kalisz;;Kalisz;;;;;;;;;x
b_kalisz_4_adj;Kaliszian;;kaliszer;;;;;;;;;;;x
b_kalisz_5;Kalisz;Kalisz;Kalisz;;Kalisz;;;;;;;;;x
b_kalisz_5_adj;Kaliszian;;kaliszer;;;;;;;;;;;x
b_kalmar;Kalmar;Kalmar;Kalmar;;Kalmar;;;;;;;;;x
b_kalmar_adj;Kalmarian;;kalmarer;;;;;;;;;;;x
b_kalmar_2;Kalmar;Kalmar;Kalmar;;Kalmar;;;;;;;;;x
b_kalmar_2_adj;Kalmarian;;kalmarer;;;;;;;;;;;x
b_kalmar_3;Kalmar;Kalmar;Kalmar;;Kalmar;;;;;;;;;x
b_kalmar_3_adj;Kalmarian;;kalmarer;;;;;;;;;;;x
b_kalmar_4;Kalmar;Kalmar;Kalmar;;Kalmar;;;;;;;;;x
b_kalmar_4_adj;Kalmarian;;kalmarer;;;;;;;;;;;x
b_kalmar_5;Kalmar;Kalmar;Kalmar;;Kalmar;;;;;;;;;x
b_kalmar_5_adj;Kalmarian;;kalmarer;;;;;;;;;;;x
b_kaluga;Kaluga;Kaluga;Kaluga;;Kaluga;;;;;;;;;x
b_kaluga_adj;Kalugan;;kaluger;;;;;;;;;;;x
b_kaluga_2;Kaluga;Kaluga;Kaluga;;Kaluga;;;;;;;;;x
b_kaluga_2_adj;Kalugan;;kaluger;;;;;;;;;;;x
b_kaluga_3;Kaluga;Kaluga;Kaluga;;Kaluga;;;;;;;;;x
b_kaluga_3_adj;Kalugan;;kaluger;;;;;;;;;;;x
b_kaluga_4;Kaluga;Kaluga;Kaluga;;Kaluga;;;;;;;;;x
b_kaluga_4_adj;Kalugan;;kaluger;;;;;;;;;;;x
b_kaluga_5;Kaluga;Kaluga;Kaluga;;Kaluga;;;;;;;;;x
b_kaluga_5_adj;Kalugan;;kaluger;;;;;;;;;;;x
b_kalundborg;Kalundborg;Kalundborg;Kalundborg;;Kalundborg;;;;;;;;;x
b_kalundborg_adj;Kalundborgian;;kalundborger;;;;;;;;;;;x
b_kandahar;Kandahar;Kandahar;Kandahar;;Kandahar;;;;;;;;;x
b_kandahar_adj;Kandaharian;;kandaharer;;;;;;;;;;;x
b_kandahar_2;Kandahar;Kandahar;Kandahar;;Kandahar;;;;;;;;;x
b_kandahar_2_adj;Kandaharian;;kandaharer;;;;;;;;;;;x
b_kandahar_3;Kandahar;Kandahar;Kandahar;;Kandahar;;;;;;;;;x
b_kandahar_3_adj;Kandaharian;;kandaharer;;;;;;;;;;;x
b_kandahar_4;Kandahar;Kandahar;Kandahar;;Kandahar;;;;;;;;;x
b_kandahar_4_adj;Kandaharian;;kandaharer;;;;;;;;;;;x
b_kandahar_5;Kandahar;Kandahar;Kandahar;;Kandahar;;;;;;;;;x
b_kandahar_5_adj;Kandaharian;;kandaharer;;;;;;;;;;;x
b_kandalaksha;Kandalaksha;Kandalaksha;Kandalaksha;;Kandalaksha;;;;;;;;;x
b_kandalaksha_adj;Kandalakshan;;kandalaksher;;;;;;;;;;;x
b_kandalaksha_2;Kandalaksha;Kandalaksha;Kandalaksha;;Kandalaksha;;;;;;;;;x
b_kandalaksha_2_adj;Kandalakshan;;kandalaksher;;;;;;;;;;;x
b_kandalaksha_3;Kandalaksha;Kandalaksha;Kandalaksha;;Kandalaksha;;;;;;;;;x
b_kandalaksha_3_adj;Kandalakshan;;kandalaksher;;;;;;;;;;;x
b_kandalaksha_4;Kandalaksha;Kandalaksha;Kandalaksha;;Kandalaksha;;;;;;;;;x
b_kandalaksha_4_adj;Kandalakshan;;kandalaksher;;;;;;;;;;;x
b_kandalaksha_5;Kandalaksha;Kandalaksha;Kandalaksha;;Kandalaksha;;;;;;;;;x
b_kandalaksha_5_adj;Kandalakshan;;kandalaksher;;;;;;;;;;;x
b_kandy;Kandy;Kandy;Kandy;;Kandy;;;;;;;;;x
b_kandy_adj;Kandian;;kander;;;;;;;;;;;x
b_kandy_2;Kandy;Kandy;Kandy;;Kandy;;;;;;;;;x
b_kandy_2_adj;Kandian;;kander;;;;;;;;;;;x
b_kandy_3;Kandy;Kandy;Kandy;;Kandy;;;;;;;;;x
b_kandy_3_adj;Kandian;;kander;;;;;;;;;;;x
b_kandy_4;Kandy;Kandy;Kandy;;Kandy;;;;;;;;;x
b_kandy_4_adj;Kandian;;kander;;;;;;;;;;;x
b_kandy_5;Kandy;Kandy;Kandy;;Kandy;;;;;;;;;x
b_kandy_5_adj;Kandian;;kander;;;;;;;;;;;x
b_kangan;Kangan;Kangan;Kangan;;Kangan;;;;;;;;;x
b_kangan_adj;Kanganian;;kanganer;;;;;;;;;;;x
b_kangan_2;Kangan;Kangan;Kangan;;Kangan;;;;;;;;;x
b_kangan_2_adj;Kanganian;;kanganer;;;;;;;;;;;x
b_kangan_3;Kangan;Kangan;Kangan;;Kangan;;;;;;;;;x
b_kangan_3_adj;Kanganian;;kanganer;;;;;;;;;;;x
b_kangan_4;Kangan;Kangan;Kangan;;Kangan;;;;;;;;;x
b_kangan_4_adj;Kanganian;;kanganer;;;;;;;;;;;x
b_kangan_5;Kangan;Kangan;Kangan;;Kangan;;;;;;;;;x
b_kangan_5_adj;Kanganian;;kanganer;;;;;;;;;;;x
b_kankan;Kankan;Kankan;Kankan;;Kankan;;;;;;;;;x
b_kankan_adj;Kankanian;;kankaner;;;;;;;;;;;x
b_kankan_2;Kankan;Kankan;Kankan;;Kankan;;;;;;;;;x
b_kankan_2_adj;Kankanian;;kankaner;;;;;;;;;;;x
b_kankan_3;Kankan;Kankan;Kankan;;Kankan;;;;;;;;;x
b_kankan_3_adj;Kankanian;;kankaner;;;;;;;;;;;x
b_kankan_4;Kankan;Kankan;Kankan;;Kankan;;;;;;;;;x
b_kankan_4_adj;Kankanian;;kankaner;;;;;;;;;;;x
b_kankan_5;Kankan;Kankan;Kankan;;Kankan;;;;;;;;;x
b_kankan_5_adj;Kankanian;;kankaner;;;;;;;;;;;x
b_kano;Kano;Kano;Kano;;Kano;;;;;;;;;x
b_kano_adj;Kanian;;kaner;;;;;;;;;;;x
b_kano_2;Kano;Kano;Kano;;Kano;;;;;;;;;x
b_kano_2_adj;Kanian;;kaner;;;;;;;;;;;x
b_kano_3;Kano;Kano;Kano;;Kano;;;;;;;;;x
b_kano_3_adj;Kanian;;kaner;;;;;;;;;;;x
b_kano_4;Kano;Kano;Kano;;Kano;;;;;;;;;x
b_kano_4_adj;Kanian;;kaner;;;;;;;;;;;x
b_kano_5;Kano;Kano;Kano;;Kano;;;;;;;;;x
b_kano_5_adj;Kanian;;kaner;;;;;;;;;;;x
b_kaolack;Kaolack;Kaolack;Kaolack;;Kaolack;;;;;;;;;x
b_kaolack_adj;Kaolackian;;kaolacker;;;;;;;;;;;x
b_kaolack_2;Kaolack;Kaolack;Kaolack;;Kaolack;;;;;;;;;x
b_kaolack_2_adj;Kaolackian;;kaolacker;;;;;;;;;;;x
b_kaolack_3;Kaolack;Kaolack;Kaolack;;Kaolack;;;;;;;;;x
b_kaolack_3_adj;Kaolackian;;kaolacker;;;;;;;;;;;x
b_kaolack_4;Kaolack;Kaolack;Kaolack;;Kaolack;;;;;;;;;x
b_kaolack_4_adj;Kaolackian;;kaolacker;;;;;;;;;;;x
b_kaolack_5;Kaolack;Kaolack;Kaolack;;Kaolack;;;;;;;;;x
b_kaolack_5_adj;Kaolackian;;kaolacker;;;;;;;;;;;x
b_kapan;Kapan;Kapan;Kapan;;Kapan;;;;;;;;;x
b_kapan_adj;Kapanian;;kapaner;;;;;;;;;;;x
b_kapan_2;Kapan;Kapan;Kapan;;Kapan;;;;;;;;;x
b_kapan_2_adj;Kapanian;;kapaner;;;;;;;;;;;x
b_kapan_3;Kapan;Kapan;Kapan;;Kapan;;;;;;;;;x
b_kapan_3_adj;Kapanian;;kapaner;;;;;;;;;;;x
b_kapan_4;Kapan;Kapan;Kapan;;Kapan;;;;;;;;;x
b_kapan_4_adj;Kapanian;;kapaner;;;;;;;;;;;x
b_kapan_5;Kapan;Kapan;Kapan;;Kapan;;;;;;;;;x
b_kapan_5_adj;Kapanian;;kapaner;;;;;;;;;;;x
b_kapfenberg;Kapfenberg;Kapfenberg;Kapfenberg;;Kapfenberg;;;;;;;;;x
b_kapfenberg_adj;Kapfenbergian;;kapfenberger;;;;;;;;;;;x
b_kapoeta;Kapoeta;Kapoeta;Kapoeta;;Kapoeta;;;;;;;;;x
b_kapoeta_adj;Kapoetan;;kapoeter;;;;;;;;;;;x
b_kapoeta_2;Kapoeta;Kapoeta;Kapoeta;;Kapoeta;;;;;;;;;x
b_kapoeta_2_adj;Kapoetan;;kapoeter;;;;;;;;;;;x
b_kapoeta_3;Kapoeta;Kapoeta;Kapoeta;;Kapoeta;;;;;;;;;x
b_kapoeta_3_adj;Kapoetan;;kapoeter;;;;;;;;;;;x
b_kapoeta_4;Kapoeta;Kapoeta;Kapoeta;;Kapoeta;;;;;;;;;x
b_kapoeta_4_adj;Kapoetan;;kapoeter;;;;;;;;;;;x
b_kapoeta_5;Kapoeta;Kapoeta;Kapoeta;;Kapoeta;;;;;;;;;x
b_kapoeta_5_adj;Kapoetan;;kapoeter;;;;;;;;;;;x
b_kaposvar;Kaposvár;Kaposvár;Kaposvár;;Kaposvár;;;;;;;;;x
b_kaposvar_adj;Kaposvárian;;kaposvárer;;;;;;;;;;;x
b_kaposvar_2;Kaposvár;Kaposvár;Kaposvár;;Kaposvár;;;;;;;;;x
b_kaposvar_2_adj;Kaposvárian;;kaposvárer;;;;;;;;;;;x
b_kaposvar_3;Kaposvár;Kaposvár;Kaposvár;;Kaposvár;;;;;;;;;x
b_kaposvar_3_adj;Kaposvárian;;kaposvárer;;;;;;;;;;;x
b_kaposvar_4;Kaposvár;Kaposvár;Kaposvár;;Kaposvár;;;;;;;;;x
b_kaposvar_4_adj;Kaposvárian;;kaposvárer;;;;;;;;;;;x
b_kaposvar_5;Kaposvár;Kaposvár;Kaposvár;;Kaposvár;;;;;;;;;x
b_kaposvar_5_adj;Kaposvárian;;kaposvárer;;;;;;;;;;;x
b_karachay_cherkessia;Karachay-Cherkessia;Karachay-Cherkessia;Karachay-Cherkessia;;Karachay-Cherkessia;;;;;;;;;x
b_karachay_cherkessia_adj;Karachay-Cherkessian;;karachay-cherkesser;;;;;;;;;;;x
b_karachay_cherkessia_2;Karachay-Cherkessia;Karachay-Cherkessia;Karachay-Cherkessia;;Karachay-Cherkessia;;;;;;;;;x
b_karachay_cherkessia_2_adj;Karachay-Cherkessian;;karachay-cherkesser;;;;;;;;;;;x
b_karachay_cherkessia_3;Karachay-Cherkessia;Karachay-Cherkessia;Karachay-Cherkessia;;Karachay-Cherkessia;;;;;;;;;x
b_karachay_cherkessia_3_adj;Karachay-Cherkessian;;karachay-cherkesser;;;;;;;;;;;x
b_karachay_cherkessia_4;Karachay-Cherkessia;Karachay-Cherkessia;Karachay-Cherkessia;;Karachay-Cherkessia;;;;;;;;;x
b_karachay_cherkessia_4_adj;Karachay-Cherkessian;;karachay-cherkesser;;;;;;;;;;;x
b_karachay_cherkessia_5;Karachay-Cherkessia;Karachay-Cherkessia;Karachay-Cherkessia;;Karachay-Cherkessia;;;;;;;;;x
b_karachay_cherkessia_5_adj;Karachay-Cherkessian;;karachay-cherkesser;;;;;;;;;;;x
b_karachi;Karachi;Karachi;Karachi;;Karachi;;;;;;;;;x
b_karachi_adj;Karachian;;karacher;;;;;;;;;;;x
b_karachi_2;Karachi;Karachi;Karachi;;Karachi;;;;;;;;;x
b_karachi_2_adj;Karachian;;karacher;;;;;;;;;;;x
b_karachi_3;Karachi;Karachi;Karachi;;Karachi;;;;;;;;;x
b_karachi_3_adj;Karachian;;karacher;;;;;;;;;;;x
b_karachi_4;Karachi;Karachi;Karachi;;Karachi;;;;;;;;;x
b_karachi_4_adj;Karachian;;karacher;;;;;;;;;;;x
b_karachi_5;Karachi;Karachi;Karachi;;Karachi;;;;;;;;;x
b_karachi_5_adj;Karachian;;karacher;;;;;;;;;;;x
b_karbala;Karbala;Karbala;Karbala;;Karbala;;;;;;;;;x
b_karbala_adj;Karbalan;;karbaler;;;;;;;;;;;x
b_karbala_2;Karbala;Karbala;Karbala;;Karbala;;;;;;;;;x
b_karbala_2_adj;Karbalan;;karbaler;;;;;;;;;;;x
b_karbala_3;Karbala;Karbala;Karbala;;Karbala;;;;;;;;;x
b_karbala_3_adj;Karbalan;;karbaler;;;;;;;;;;;x
b_karbala_4;Karbala;Karbala;Karbala;;Karbala;;;;;;;;;x
b_karbala_4_adj;Karbalan;;karbaler;;;;;;;;;;;x
b_karbala_5;Karbala;Karbala;Karbala;;Karbala;;;;;;;;;x
b_karbala_5_adj;Karbalan;;karbaler;;;;;;;;;;;x
b_karkuk;Karkuk;Karkuk;Karkuk;;Karkuk;;;;;;;;;x
b_karkuk_adj;Karkukian;;karkuker;;;;;;;;;;;x
b_karkuk_2;Karkuk;Karkuk;Karkuk;;Karkuk;;;;;;;;;x
b_karkuk_2_adj;Karkukian;;karkuker;;;;;;;;;;;x
b_karkuk_3;Karkuk;Karkuk;Karkuk;;Karkuk;;;;;;;;;x
b_karkuk_3_adj;Karkukian;;karkuker;;;;;;;;;;;x
b_karkuk_4;Karkuk;Karkuk;Karkuk;;Karkuk;;;;;;;;;x
b_karkuk_4_adj;Karkukian;;karkuker;;;;;;;;;;;x
b_karkuk_5;Karkuk;Karkuk;Karkuk;;Karkuk;;;;;;;;;x
b_karkuk_5_adj;Karkukian;;karkuker;;;;;;;;;;;x
b_karlovac;Karlovac;Karlovac;Karlovac;;Karlovac;;;;;;;;;x
b_karlovac_adj;Karlovacian;;karlovacer;;;;;;;;;;;x
b_karlovac_2;Karlovac;Karlovac;Karlovac;;Karlovac;;;;;;;;;x
b_karlovac_2_adj;Karlovacian;;karlovacer;;;;;;;;;;;x
b_karlovac_3;Karlovac;Karlovac;Karlovac;;Karlovac;;;;;;;;;x
b_karlovac_3_adj;Karlovacian;;karlovacer;;;;;;;;;;;x
b_karlovac_4;Karlovac;Karlovac;Karlovac;;Karlovac;;;;;;;;;x
b_karlovac_4_adj;Karlovacian;;karlovacer;;;;;;;;;;;x
b_karlovac_5;Karlovac;Karlovac;Karlovac;;Karlovac;;;;;;;;;x
b_karlovac_5_adj;Karlovacian;;karlovacer;;;;;;;;;;;x
b_karlovy_vary;Karlovy Vary;Karlovy Vary;Karlovy Vary;;Karlovy Vary;;;;;;;;;x
b_karlovy_vary_adj;Karlovy Varian;;Karlovy Varer;;;;;;;;;;;x
b_karlovy_vary_2;Karlovy Vary;Karlovy Vary;Karlovy Vary;;Karlovy Vary;;;;;;;;;x
b_karlovy_vary_2_adj;Karlovy Varian;;Karlovy Varer;;;;;;;;;;;x
b_karlovy_vary_3;Karlovy Vary;Karlovy Vary;Karlovy Vary;;Karlovy Vary;;;;;;;;;x
b_karlovy_vary_3_adj;Karlovy Varian;;Karlovy Varer;;;;;;;;;;;x
b_karlovy_vary_4;Karlovy Vary;Karlovy Vary;Karlovy Vary;;Karlovy Vary;;;;;;;;;x
b_karlovy_vary_4_adj;Karlovy Varian;;Karlovy Varer;;;;;;;;;;;x
b_karlovy_vary_5;Karlovy Vary;Karlovy Vary;Karlovy Vary;;Karlovy Vary;;;;;;;;;x
b_karlovy_vary_5_adj;Karlovy Varian;;Karlovy Varer;;;;;;;;;;;x
b_karlskrona;Karlskrona;Karlskrona;Karlskrona;;Karlskrona;;;;;;;;;x
b_karlskrona_adj;Karlskronan;;karlskroner;;;;;;;;;;;x
b_karlskrona_2;Karlskrona;Karlskrona;Karlskrona;;Karlskrona;;;;;;;;;x
b_karlskrona_2_adj;Karlskronan;;karlskroner;;;;;;;;;;;x
b_karlskrona_3;Karlskrona;Karlskrona;Karlskrona;;Karlskrona;;;;;;;;;x
b_karlskrona_3_adj;Karlskronan;;karlskroner;;;;;;;;;;;x
b_karlskrona_4;Karlskrona;Karlskrona;Karlskrona;;Karlskrona;;;;;;;;;x
b_karlskrona_4_adj;Karlskronan;;karlskroner;;;;;;;;;;;x
b_karlskrona_5;Karlskrona;Karlskrona;Karlskrona;;Karlskrona;;;;;;;;;x
b_karlskrona_5_adj;Karlskronan;;karlskroner;;;;;;;;;;;x
b_karlsruhe;Karlsruhe;Karlsruhe;Karlsruhe;;Karlsruhe;;;;;;;;;x
b_karlsruhe_adj;Karlsruhean;;karlsruher;;;;;;;;;;;x
b_karlsruhe_2;Karlsruhe;Karlsruhe;Karlsruhe;;Karlsruhe;;;;;;;;;x
b_karlsruhe_2_adj;Karlsruhean;;karlsruher;;;;;;;;;;;x
b_karlsruhe_3;Karlsruhe;Karlsruhe;Karlsruhe;;Karlsruhe;;;;;;;;;x
b_karlsruhe_3_adj;Karlsruhean;;karlsruher;;;;;;;;;;;x
b_karlsruhe_4;Karlsruhe;Karlsruhe;Karlsruhe;;Karlsruhe;;;;;;;;;x
b_karlsruhe_4_adj;Karlsruhean;;karlsruher;;;;;;;;;;;x
b_karlsruhe_5;Karlsruhe;Karlsruhe;Karlsruhe;;Karlsruhe;;;;;;;;;x
b_karlsruhe_5_adj;Karlsruhean;;karlsruher;;;;;;;;;;;x
b_karlstad;Karlstad;Karlstad;Karlstad;;Karlstad;;;;;;;;;x
b_karlstad_adj;Karlstadian;;karlstader;;;;;;;;;;;x
b_karlstad_2;Karlstad;Karlstad;Karlstad;;Karlstad;;;;;;;;;x
b_karlstad_2_adj;Karlstadian;;karlstader;;;;;;;;;;;x
b_karlstad_3;Karlstad;Karlstad;Karlstad;;Karlstad;;;;;;;;;x
b_karlstad_3_adj;Karlstadian;;karlstader;;;;;;;;;;;x
b_karlstad_4;Karlstad;Karlstad;Karlstad;;Karlstad;;;;;;;;;x
b_karlstad_4_adj;Karlstadian;;karlstader;;;;;;;;;;;x
b_karlstad_5;Karlstad;Karlstad;Karlstad;;Karlstad;;;;;;;;;x
b_karlstad_5_adj;Karlstadian;;karlstader;;;;;;;;;;;x
b_kars;Kars;Kars;Kars;;Kars;;;;;;;;;x
b_kars_adj;Karsian;;karser;;;;;;;;;;;x
b_kars_2;Kars;Kars;Kars;;Kars;;;;;;;;;x
b_kars_2_adj;Karsian;;karser;;;;;;;;;;;x
b_kars_3;Kars;Kars;Kars;;Kars;;;;;;;;;x
b_kars_3_adj;Karsian;;karser;;;;;;;;;;;x
b_kars_4;Kars;Kars;Kars;;Kars;;;;;;;;;x
b_kars_4_adj;Karsian;;karser;;;;;;;;;;;x
b_kars_5;Kars;Kars;Kars;;Kars;;;;;;;;;x
b_kars_5_adj;Karsian;;karser;;;;;;;;;;;x
b_kartli;Kartli;Kartli;Kartli;;Kartli;;;;;;;;;x
b_kartli_adj;Kartlian;;kartler;;;;;;;;;;;x
b_kartli_2;Kartli;Kartli;Kartli;;Kartli;;;;;;;;;x
b_kartli_2_adj;Kartlian;;kartler;;;;;;;;;;;x
b_kartli_3;Kartli;Kartli;Kartli;;Kartli;;;;;;;;;x
b_kartli_3_adj;Kartlian;;kartler;;;;;;;;;;;x
b_kartli_4;Kartli;Kartli;Kartli;;Kartli;;;;;;;;;x
b_kartli_4_adj;Kartlian;;kartler;;;;;;;;;;;x
b_kashan;Kashan;Kashan;Kashan;;Kashan;;;;;;;;;x
b_kashan_adj;Kashanian;;kashaner;;;;;;;;;;;x
b_kashan_2;Kashan;Kashan;Kashan;;Kashan;;;;;;;;;x
b_kashan_2_adj;Kashanian;;kashaner;;;;;;;;;;;x
b_kashan_3;Kashan;Kashan;Kashan;;Kashan;;;;;;;;;x
b_kashan_3_adj;Kashanian;;kashaner;;;;;;;;;;;x
b_kashan_4;Kashan;Kashan;Kashan;;Kashan;;;;;;;;;x
b_kashan_4_adj;Kashanian;;kashaner;;;;;;;;;;;x
b_kashan_5;Kashan;Kashan;Kashan;;Kashan;;;;;;;;;x
b_kashan_5_adj;Kashanian;;kashaner;;;;;;;;;;;x
b_kassala;Kassala;Kassala;Kassala;;Kassala;;;;;;;;;x
